user,time,score,content
青州古城,2020/10/22,3.0,"青州在中国历史上的地位是绝对不容忽视的，但随着时间的变迁，这座在古代首屈一指的城池，早已沦为一座存在感极弱的县级市。所谓的青州古城早已湮没在历史的尘烟中，而今的古城只不过是重新造起来的，除了为数不多的几座老院落和从别处迁移来的麻石街面，真的乏善可陈。
                            
	                            
		                            "
青州古城,2020/10/21,4.0,"趁着十一去了一趟青州古城，说实话，去之前还有些向往的，毕竟在山东，青州古城和台儿庄古城齐名的，不同于台儿庄古城，青州古城更是原装原味些！首先十一人多，停车场已经满员了，不得不停在其他地方，其次，里面绝大部分是卖东西的，而且都是些没听过的店，真心不敢买，老槐树包子也就那么回事，一块五一个，便宜的都不敢吃，还是牛肉的。。。再就是还有一些建筑也不开门？？反正估计以后不会再来了
                            
	                            
		                            "
青州古城,2020/10/20,4.0,"青州古城，十一期间人好多，外面的马路都很堵了。
这是入口的地方，还是很炫酷的哦。穿过这个就是一排小吃，哈哈哈，一路吃吃吃，还买了网红红的蝴蝶结，质量也是不错的。
总的来说和一般的古镇没有什么区别啦，吃吃吃挺开心。
                            
	                            
		                            "
青州古城,2020/10/19,5.0,"国庆节假期去的 这是第二次来 第一次去的时候是白天又不是节假日没有什么人 这次真的看到热闹非凡了 古老的街道很有意境 各种吃的玩的喝的满大街都是 熙熙攘攘的人群走开走去 感觉非常有人间的香火味道 假期非常适合来这里走走停停 感觉真好
                            
	                            
		                            "
bingxuefurong,2020/10/18,5,有原住民的古城?&#x20;自带烟火气&#x20;规模不大&#x20;适合周末亲子出游
青州古城,2020/10/18,4.0,"古九州的那个青州，终于成行。游客，算是一路景点里人最多的了，可以想象以往小长假得是啥样。可看的其实很多，但配套的人员和管理真心跟5A不太相符，比如说登阜财门城楼。委实搞不懂逼得一群人聚集在一起扫二维码购票，很多人购完找不到界面，堵在入口沟通，又逆行回去扫码，晕！旁边几张桌子的工作人员竟然在玩手机搞得没啥心情逛下去了，找地儿吃完饭走人。
表扬一下，停车方便还免费～回头找时间再去吧，青州博物馆还没去呢。
                            
	                            
		                            "
青州古城,2020/10/15,1.0,差劲！ 下边小屋的小哥对人爱理不理  跟三个月没发工资了似的
青州古城,2020/10/14,4.0,商业气息比较浓，古王府等景点推荐去。
青州古城,2020/10/14,5.0,很多卖小吃的，基本和济南芙蓉街差不多的
M29****1338,2020/10/13,5,值得推荐，景色不错，体验很好，有趣好玩，
青州古城,2020/10/13,5.0,"交通：
应为开的大客车，在古城转了一圈才找到停车位。应为疫情期间吧，客流量不是很大，也比较适合这个时段遛玩，人不是很多，也不是很紧，比较好，
推荐理由：
这里是五A级的旅游景点也是一个不花钱就可以来玩的景点，
咱也不懂历史就知道这是个古城，具体当时住的什么皇帝还是百度一下吧
                            
	                            
		                            "
青州古城,2020/10/12,4.0,"个人不太喜欢游古城，如果不是内行或没有解说导游之类的，根本对古城一无所知，也欣赏不到古城的美！古城的美一部分在于文化和历史故事！如果没有事先了解古城历史，肉眼看到的东西真的很浅显，最多是拍几张网红照。

tips：
没有很好的文创用品店，只有慢青州一家店的文创用品还可以，冰箱贴蛮好看的，还能寄明信片！
tips：
石板路很长，穿好舒服的鞋。大部分小吃口味都是一样的，无所谓选择哪个，尝尝就行！
推荐理由：
青州古城在全国的古城里算面积非常大的古城，也有一定历史，道路很宽敞，整体很干净，店铺也很多，大多数为餐饮，餐饮类型就是小吃甜品奶茶店，特色就是青州糕点，景区也没有卖的特别贵，正常价格！可以来青州古城游玩打卡！
                            
	                            
		                            "
青州古城,2020/10/11,4.0,"青州古城还不错，不忙可以来转转。
面积挺大的，走了一下午没有走完。停车场很小，车不好停。古城内有电瓶车，15单程30随上随下。人挺多的，商业气息非常浓。推荐偶园，门票10元。推荐城墙，门票5元。景色不错，晚上没人的早。
                            
	                            
		                            "
青州古城,2020/10/11,4.0,"国庆8天假不想一直呆在家就近周边游，去了青州古城，青岛到青州大概3-4个小时左右，住宿就在古城边上的古城宾馆。虽然疫情尚有余温但逛古城的人热情不减，戴口罩、测体温还是必须程序。里面挺大，有好多门、特色小吃、玩具等等。闺女喜欢吃薯塔，我吃了烤粉丝
                            
	                            
		                            "
duyanyanla,2020/10/10,5,值得一来哦，里面有很多好吃的而且不贵
青州古城,2020/10/10,5.0,"一直很喜欢古城古镇这种
去年秋天去的 当时还没有疫情呢 大家也不用戴口罩
游玩的心情就很放松 
去的时候下小雨 古镇就是另一种风格
北方古镇和南方古镇风格确实不同
我竟然很喜欢北方古镇的这种大气实用风哈哈哈
我果然是个伪南方人
                            
	                            
		                            "
青州古城,2020/10/10,5.0,"推荐理由：
对于一个免费景点来说还是很不错的
面积很大
好几条街
古香古色
很多小吃
很适合全家旅游
逛吃逛吃
宋代的老槐树很有看头
站在那仿佛能感受到上下五千年

tips：
清真糕点可以尝试
其他的小吃基本都是大同小异
没有什么当地特色
                            
	                            
		                            "
青州古城,2020/10/10,5.0,"被青州朋友安利了两年。终于在疫情过后这个国庆来了个青州自驾游。
早上七点济南出发，高速上浩浩荡荡的车队都一路向东。
吃了煎包，逛了古城，逛了泰华，还去了村里，见了漫山遍野的原生柿子树，还吃了一鱼多吃。
多希望生活如此慢节奏的美好下去。
                            
	                            
		                            "
青州古城,2020/10/10,5.0,"平常出来旅游，才是最好的，一点都不挤，也没有人山人海。可以慢慢欣赏古城的风景。古城很大，慢慢转，可以转好久。路上碰到一些小姐姐穿着汉服什么的，很漂亮，和古城很搭。景区的吃的，也还可以，不是很贵，在接受范围内。
                            
	                            
		                            "
青州古城,2020/10/10,4.0,"假期青州溜达一圈，和爸妈。古城附近好不容易停下车。
人从众模式开启
基本古城就是吃吃吃，逛逛逛，吃了一堆乱七八糟哈哈不过某一家买的酱牛肉还真是蛮好吃的，肉好筋道~偶园里买门票10元每人，里面还真是蛮大的。
我最喜欢的地儿是北海世家冯氏纪念馆，冯氏后裔真是人才辈出啊，一大家子人都文学造诣很深，名门望族。
欧阳修纪念馆没去
观光车30每人绕全城，单程15。古城真的很大啊很大啊，很多胡同小路。
那天风好大，吹死我了，头痛
                            
	                            
		                            "
青州古城,2020/10/10,5.0,"交通：
自驾去的，青州离天津七个小时

推荐理由：
古城不大，清静，回民区域

tips：
来过两次，城里城外都很好看，随便走走，跑跑步，绿茵也很好，很开心，舒服，有小花园，还有宋城，云门山也很近没去，清真寺，天主教堂都有，夜景也不错
                            
	                            
		                            "
青州古城,2020/10/10,4.0,"（

                ?????????????????????????????
     
                TING| —— 十月份的庭庭子

让人产生动力的，
往往是些细微的小事。
被雨敲湿的肩膀，熨烫平整的衬衣，
阳光打亮的微笑，凌晨六点的空气，
不远却有爱人相陪的自驾旅行。

古城本想去远了点，出于疫情和时间安排的因素，在下了班的下午就和dundun来这里了
如此百态的市井生活，是我来这之前没有计划到的
当然最没计划到的应该是天气了
青州比青岛冷很多
这里还是要提醒一下女孩子
多穿衣服，多喝热饮
                            
	                            
		                            "
青州古城,2020/10/10,5.0,"中秋节前去潍坊走亲戚然后到青州古城转转。古城很大，青石铺路，牌坊很多，商业化特浓，街道两边店铺几乎没空的，有服饰，小吃，摆件等等，可生意有点淡，左邻右铺或打牌或聚堆聊天，进古城是免票的，个别景点需买门票进入。老街旁边有许多非遗文化传承：花编，手工纺织溜溜球，剃头挑子还有小时候经常看的看洋片等。古城虽好可给我的感觉是电动车太多太多，走在古街上要时刻躲避无声响窜出来的电动车。
                            
	                            
		                            "
青州古城,2020/10/10,5.0,"照片在另一个手机里，就不传啦。
青州古城还是不错的，白天去就复古的城墙，拍拍照。到了晚上，配合灯光的效果，蛮有意境的。傍晚带着儿子在古城里面吃了个饭，楼下有驻唱歌手，十元一首歌，听着歌吃着饭，赏着景，不错的体验
                            
	                            
		                            "
青州古城,2020/10/10,5.0,"夜间的古城景色格外漂亮。
家乡真是越来越有自己的标签了，逛古城还有好几个天津口音，估计是来旅游的。
阜财门到政府街估计有两公里，跟其他千篇一律的古街不同的是，有很多青州地方特色的店，路上还有一些穿汉服的小姐姐。
                            
	                            
		                            "
寰谛汐悦,2020/10/9,4,没有门票，主要是里面参观的部分项目需要票，里面以小吃和纪念馆为主，觉得偶园还是很清幽雅致的，侏罗纪奇幻馆也不错，有很多化石&#x20;其他就一般了
青州古城,2020/10/9,3.0,"十一假期过来这边旅游的，青州古城算是第一站。因为是十一黄金周，去的时候可以说是人山人海。
作为一个土生土长的唐山人，青州古城给我的第一印象是，和我们当地的滦州古城感觉很像。
主街两旁随处可见各类当地美食小吃，各式各样的纪念品，虽说建筑风格古香古色，但感觉稍微过于商业化了。电瓶车30元一位，可以坐车游览古城的景色，不过个人建议还是自己用走的比较好。古城的夜景还是很漂亮的，适合拍照打卡。偶园原为衡王府东花园，因为要另外买门票就没有进去。
总体感觉还是不错的，有机会路过青州的话可以过来玩一玩。
                            
	                            
		                            "
青州古城,2020/10/9,5.0,"假期轻旅行推荐地青州，轻旅行就是短途又不会太累，不会人山人海回来后觉得惬意舒服的旅行！青州古城我推荐，两天或者三天！
   第一天青州古城，第二天 范公亭公园，青州博物馆 第三天 云门山，下午就可以返程啦，或者也可以缩短为两天都很好安排，当然有时间还可以去黄花溪等。
  青州旅游资源丰富，休闲不累！推荐给京津冀还有山东的小伙伴来休闲旅行
                            
	                            
		                            "
青州古城,2020/10/9,3.0,"今天来到了山东的青州古城，四周停车场爆满，所以停车用了将近半个多小时找车位，青州古城应该是属于新建的，有些建筑还在施工中，青州古城是不收门票的，城墙周边停车场是免费的，私人停车场收费20元。总体来还是不错的，在逛古城中买了一个羊肉串，摊主告诉我青州古城是五A级小吃城，感觉确实如此，所以没事时可以来此逛逛。
                            
	                            
		                            "
青州古城,2020/10/9,1.0,古城里的食品的确不敢恭维，大串羊肉串使用鸡肉冒充的古建筑明清时代北方都差不多，看个热闹罢了。
青州古城,2020/10/9,2.0,"国庆出游，自驾到青州，从高速下来开了半个来小时才看到这个地方，不得不说人太多了，想找一个地方停车，太困难了，转了半天，才找到，停好车吓一跳，当地的一部车，在道路上直接逆行而来，没人管啊，这都什么年代了，市中心，商业街，太乱了。
                            
	                            
		                            "
青州古城,2020/10/8,5.0,"“东方属木，木色为青”，故名“青州”。
古城是我一直想打卡的地方，终于打卡成功?
青州古城，是来到潍坊最要看的浓墨重彩的一笔，夜晚，华灯亮起，则是古城最美好的时光，慢悠悠的走在古城大街上，感受古老气息与现代生活的交融，街边的商店小铺售卖着各种当地特色的手工艺品，美食。
过年过节还有老艺术家表演，氛围恰到好处。
                            
	                            
		                            "
青州古城,2020/10/8,5.0,"古城千篇一律一个样
吃吃喝喝玩玩乐乐还行吧
十一假期去的，还行"
青州古城,2020/10/8,3.0,没有惊喜也没有很失望，现在貌似很多城市都在搞古镇古城古村文化旅游开发，希望多一些当地特色和创意文化，别都千篇一律的抄袭经营模式。
151****5606,2020/10/7,5,没啥好看的
Jamsheed,2020/10/7,5,青州古城遗址，挺有历史蕴味；曾经是兵家之地和鲁地的中心之城，在那仍可见历史之沧桑和城市发展变迁之速。古城墙高大、厚重，留存至今。
青州古城,2020/10/7,3.0,"抓住了假期的尾巴，早上起床临时决定去青州古城看看。到了快中午了，停车排了好长的队，就把车停到了对面的中心医院。古城人超级多呀，有吃的，玩的各种东西。不过有些价格并不美丽，盗版国足臭豆腐，芙蓉街才卖15两份，这里卖20两份。蜜雪冰城美团的券也不能用，不过卖的煎饼很好吃，特别香。
                            
	                            
		                            "
青州古城,2020/10/7,4.0,"到青州已经下午，酒店休息一会吃过晚饭就去古城，商业化很重，两侧卖各种小吃的居多，应该不吃饭再去的失策了，怕不好停车滴滴打了一辆车，司机各种绕路才到，到了后发现停车还好，早知道自己开车前往?♂?，第二天上午又去买糕点顺便去吃了古城里面老槐树煎包，价格太实惠了！味道不错值得一尝
                            
	                            
		                            "
青州古城,2020/10/7,3.0,"1就是一个商业街，很多城市都有这种后建古城
2外地人的话可以不用买电瓶车的票，走路就行了。景区没有多大，走着也用不了多久，里面的一些纪念馆??需要单独买票。
3街上吃的东西大多再自己的城市也都能买到没有什么特别的也。
                            
	                            
		                            "
青州古城,2020/10/7,5.0,"作为一个5A级古城景区不要门票还是很讨人喜欢的
古城真的非常大，巷子两侧都是一些小店，绝大多数是针对游客的，也有一些是满足古城人生活需要的
古城里的两家网红店，老槐树煎包排队的人超级多晚上也不售，但是整体买起来还是有希望的；隆盛糕点就真的是，过去看的时候已经是货已售完的状态，古城里倒是充斥着各种盗版
                            
	                            
		                            "
青州古城,2020/10/7,5.0,"交通：
济南开车过去三个多小时，古城附近的住宿很多。大多是小旅馆，不建议选择，环境卫生都差一点，古城很大，基本上是商业街的感觉。吃的东西有种济南芙蓉街的感觉，和周村古街也差不多，但是大，大很多，还有很多民俗表演，还不错，也有一些古代名人故事，可是顺便给孩子做一下爱国主义教育！里面有家大槐树煎包，一直在排队，旁边的煎包其实也不错，不建议排队凑热闹
                            
	                            
		                            "
青州古城,2020/10/7,5.0,"畅游青州古城的过程，也是嗨吃青州古城的过程。这里的小吃真的是太太太多啦，这个巴西烤肉便是其中之一。
肉是大串的，有牛肉串和羊肉串两种，每一串10元。喜欢看到肉从生变熟的过程，热气腾腾，撒上调料，香气四溢。
不过我们买了一串羊肉串，一串牛肉串，没太吃出来差别，肉都蛮瘦的，羊肉串上有一点儿肥油而已。
                            
	                            
		                            "
_CFT01****9792738,2020/10/6,5,值得推荐，景色不错，体验很好，有趣好玩，很好的一次购物，一家人出行很方便的为了这个家庭幸福和睦的生活质量做出贡献。我喜欢??
星星人类,2020/10/6,5,忍不住再来点评一次这里，真的是挺好玩的
青州古城,2020/10/6,4.0,"这个十一假期
久违的“人间烟火气”终于回来了

青州古城位于山东省潍坊市，
国家5A级景区、历史文化名城。

人文资源积淀深厚，
地域文化特色鲜明。

有大量衙署建筑遗存和遍布古街的牌坊。
白天精彩绝伦的演绎活动，
特色美食、精品民宿、欢乐购场...
                            
	                            
		                            "
青州古城,2020/10/6,5.0,"青州只适合自驾，公交车18点就结束了！出租车也根本不好打，司机一听到古城，连拉客都不拉！古城千篇一律，都是差不多的样子，小吃一条街！感觉价格好像比其他的稍微贵一点！青州出名的隆盛糕点，永远都是排长队中！
                            
	                            
		                            "
青州古城,2020/10/6,5.0,"青州古城
正好的纪念
好喜欢
打卡纪念"
青州古城,2020/10/6,4.0,"国庆近郊游，开车到了青州古城，总体就是个小商业街，里面卖各种小吃，各地也能见到，比较有特色的就是饼了。有烙饼，锅饼，状元饼，烧饼，马蹄饼等等，一样买了一点尝尝，感觉锅饼最好吃，像是济南烧烤里的烤烧饼，在那里面的人几乎每人掕了一袋。中间有个卖包子的，听说要排队两小时。还有好多拿着糕点的，但是看到门口直接用手包点心的被劝退了。糗糕还不错，就是八宝饭的味道。粘豆包刚买了就吃出来一根铁丝
                            
	                            
		                            "
青州古城,2020/10/6,2.0,县级市，城市不大，管理水平有待提高，整个城市服务意识和标准差距还需要提升，不值得专门来这游玩。另外，青州博物馆需要预约，每天只有1500名额，预约不上就参观不了，服务意识需要提高！！！以后不会再来了！
青州古城,2020/10/6,3.0,"交通：
节假日，旅游高峰，所以停车很困难，离淄博车站也比较远，有五十多公里，沿路路况不好，感觉有点破旧。
地方比较小，商业化略严重，小吃很多，价格比较贵且不好吃。周边饭店很多，但是中午需要排队很久，旅游旺季，人太多了。
总体上不推荐，也不会再去。
                            
	                            
		                            "
青州古城,2020/10/6,5.0,可以登上城楼看看，景色和下面不一样。
阳光般的希望,2020/10/5,4,清晨的古城是安静的，没有喧闹，有着属于人间的烟火气！有着属于历史的文化底蕴！
青州古城,2020/10/5,5.0,很不错的户外演出，演唱的梨花颂真的不错！
青州古城,2020/10/5,5.0,"#一个始终跟体重做斗争的少女的日常#
说是古城，实际上就是几纵几横的古街道合起来的。晚上很好看，十一的缘故，人也很多很繁花热闹。
很多特色的小店，slogan都非常的有个性，很多饭店也很是有自己的风格，可以可以，可以来逛逛。
青州整体也非常的有感觉，路上很多打牌的大爷们，感觉节奏突然间慢了下来。
三角糕→这个真的好好吃啊！！当天晚上吃完第二天白天想再去买，可是大爷晚上才出摊儿，错过了，好难过啊，别的地方都没有看到，还是很难过了。。。
理发店→这边的理发店都非常的个性，比如就特别简单复古的“小王理发”还用碳笔直接在墙上写的那种，感觉，嘿，没毛病，贼拽，哈哈
                            
	                            
		                            "
青州古城,2020/10/5,5.0,"青州站坐公交到偶园北街就到了
青州古城相当于商业化小吃街……古风建筑挺不错的，值得一逛，逛逛小店，吃点小吃，消遣一下也不错。古树很多，有很多特色小吃，回民也比较多，可以花钱去偶园逛逛，去阜财门上看看。近期还有什么文化美食节可能。就是人太多，厕所排不上。
感觉古城啊古街啥的都千篇一律，如果没来过，来看看也好，有很多好看的古装小姐姐，汉服出入一点都不违和。
                            
	                            
		                            "
青州古城,2020/10/5,4.0,"交通：还算便利，古城周边的路边上都可以免费停车，这就很方便了
一开始，在城墙边的入口进去的，逛了一圈，都很新，以为就这么大，有点失望，但后来才发现只是一隅，往里走非常大。各色小吃，人也很多，建筑虽然翻新了，但还是保留了老街的特色，叉路和小巷子很多，也有不少特色美食。
推介齐家鸡汤米线，便宜实惠，汤鲜味美，鸡肉很多，实在！
老槐树水煎包是网红，排很长的队，平均半个多小时买上吧，1.5元一个，但味的就还好吧……
当地烧饼是特色
最后就逛了两条街，其他还没来得及逛。总的来说，挺满意。在北方古城里，算是规模比较大，保存比较好的
唯一的遗憾就是，青州博物馆闭馆，下次再来吧……
                            
	                            
		                            "
青州古城,2020/10/5,2.0,"去过好多次的地方。古色古香的一条街，虽然在当今到处都是古街的旅游市场并没有多少自己的特色，看得出相关部门也是付出了很多想法和努力。沿街的商铺时常有变化，可能也是妥协于市场。不过这次去古街实在是感觉特别不好，疫情期间，各项防控措施严格执行是可以理解的。在一个露天的景区，强制游人戴口罩也是有点意思，既然这样，为什么不限流？还有景区门口强制下载山东省健康码，支付宝的绿码，完全不承认，我亲眼看到不少外地游客直接扭头放弃旅游古城。而且，如果是强制检查山东省健康码，为什么那么多骑电动车摩托车的游客，有可能是当地人可以自由出入景区？而且，有很多人根本就不出示山东省健康码，门口的工作人员也完全视而不见？反而因为我们同行者有一个不是山东人，跟随前面几个根本不出示健康码的游客，虽然出示了绿色健康码，依然被保安大声喝止，甚至要揪拽随身的挎包？我就在现场打给12345，工作人员对于景区工作人员的工作方式和内容表示认可，在我一再要求能不能跟上级反映一下情况？既然是疫情防控如此严格，为什么不限流？既然要检查山东省健康码，为什么那么多人可以直接畅行无阻？此时，12345工作人员问我要不要实名处理这件事？what？好客山东？呵呵……
后续，我跟12345工作人员说：谢谢你们让我现实体验到了为什么山东的口碑和工作风格这些年让人诟病。这件事我该说的都已经说完了。祝愿山东的景区越来越火。而且，当我走到南门的时候已经不再检查健康码，返回时北门的那两个尽职的工作人员已经不见了，而且，也不再检查山东省健康码。呵呵
第一个视频就是返回北门时入口的情况。
而且，这么大的一个景区，北门停车场好像也就几十个停车位，而且完全没有人管理，也是醉了
                            
	                            
		                            "
青州古城,2020/10/5,3.0,"假期打卡青州古城啦

从青岛驱车前往有点累 沿途四个服务区停留了俩 墨迹三个多小时就到了  停车是个大问题 建议停在东夷游乐场那边 空旷有车位 还不收费 步行五六分钟就能到古城

吃饭的地很多 就是休息的地方比较少 厕所稀少 需要排长队 景区秩序还是较乱 电瓶车穿梭在人流里 还要小心各种小摩托 整体来说 不会再来了

说实话挺失望的 本来的古城想着是古香古色漫步很舒服 这里简直是小吃一条街 难道逛夜市不香么 唯一喜欢的就是冯宅牌匾那停车场那条街 才满足我对古城的所有幻想
                            
	                            
		                            "
青州古城,2020/10/5,3.0,全是买吃的，好好的一个古城变成小吃一条街了。
青州古城,2020/10/5,4.0,"十一来了一次青州古城，人是真够多的，好在天气和氛围都不错，最大的感触就是物价不算太贵，街巷上卖大东西不能说有多好，但都透着过节的气氛。
古城本身不收费，有几处景点都是单独收费的，由于时间紧，人又多，就主干道上匆匆路过，如果错峰前来，还是值得来逛逛的。
                            
	                            
		                            "
duyanyanla,2020/10/4,4,还是挺不错的，比周村古城好多了
青州古城,2020/10/4,4.0,"因为疫情没法出国浪了，只能省内小自驾一个了，先去的台儿庄然后来的这里
没有对比就没有伤害
台儿庄真的太不值了，门票两个人就是320……
而青州古城我们两个人才花了十块钱
都是可选择性的门票，简直不要太划算
就是停车太不方便了，光找停车位找了半个多小时……
不过今天太阳很给力，比较出片。青州古城还是有必要来玩一下的，小吃街也很多东西，也有很多商品可以满载而归
                            
	                            
		                            "
青州古城,2020/10/4,5.0,"我们从青岛自驾来的这里，中间休息了一次，三个小时到了青州，先安排去酒店住下，然后去吃饭，吃完饭大约晚上8点多，然后我们就直奔了古城，古城不要门票，但是里面的有些小景点需要单独买票进去，我们去了城墙上，去了偶园，去了恐龙园，都需要单独购买门票，恐龙园超过一米的的孩子就要收费，偶 园就是一个园子，就是看一下里面的景，古城里面商业化比较重，两边全是卖吃的，玩的，还有一些 民宿，古城里面有一个回民街，那边比较安静，也可以过去走走，那边都是居民区，古城还是比较大的，一圈走下来还是有点累，古城里面的老槐树包子有豆腐和牛肉两个馅，1.5元一个，排队人很多，里面也有吃饭的地方，还有提醒大家要买隆盛糕点的，在古城另一头，靠着马路边，一进古城门口有个糕点叫昌盛，一不仔细就会被骗到，总得来说古城值得来逛一逛
                            
	                            
		                            "
青州古城,2020/10/4,5.0,"海岱惟青州
盖以土居少阳，其色为青，故曰青州
古九州之首（青、徐、扬、荆、豫、冀、兖、雍、梁）"
青州古城,2020/10/4,4.0,"人挺多的，车不太好停，但是还挺好逛的，相对其他景点，青州古城要大一些，而且街道特别干净，这点要好好夸一下!吃的挺多，种类比较丰富，也算是有点特色，另外感觉很多网红店都有而且人也不太多!照片有手工的小花瓶，感觉还是挺好看的，十块两个价格也不贵。假期啊周末啊没事可以晚上来逛一下
                            
	                            
		                            "
青州古城,2020/10/4,4.0,先垫垫肚子吧，刚出炉的蜜三刀还不错。
a赋能a,2020/10/3,5,13朝古都处处可见历史的影子，节日期间热闹非凡，仔细转下来大约2个多小时吧。
M33****5181,2020/10/3,4,值得推荐，景色不错，有趣好玩，不必要买通票，因为最贵的项目侏罗纪就占了将近一半的费用，但侏罗纪性价比极低，墙裂不推荐！其他项目都不错，现场买就可以，我们比较喜欢城楼，欧阳修纪念馆和，民俗文化馆和偶圆。白天晚上各有特色。体验很好，总体非常满意的一次行程。
青州古城,2020/10/3,4.0,"从青岛开车两个半小时就到了。真不好停车哦，开车去的可以停稍微远点。
就正门能看出古城的模样，进去门里面买票上城墙，可以拍拍照片。成人5元一位。里面就是很长的商业街道，两边卖各种小吃和纪念品的。人超级多。也有买门票进去看古代名人传的园林。
吃饭是去的云门山风景区里面的农家乐，清真餐，炒鸡不错，还有炒黄米
吃完去爬山，真的是爬不上去，虽然不高，石梯设计的太累人了
                            
	                            
		                            "
青州古城,2020/10/3,4.0,"第一次来青州，也许是疫情原因，今年的十月一没有那么堵车。
古城里很多小吃，还有网红套圈，射箭等
地下停车场还是很好的
如果真的想逛全古城，我觉得一天是逛不完的，可以重点的去几个地方，返回时坐小车简直太大了
                            
	                            
		                            "
青州古城,2020/10/3,5.0,"夜游青州古城，青州古城是古九州之一，有7000余年的发展史，5000余年的文明史，十二年的国都辉煌，先后存在过广县城、广固城、南阳城、东阳城、东关圩子城、旗城等六座古城池。夜色中建于光绪元年的天主教堂，与之前到访过的窑湾古镇很相似。
                            
	                            
		                            "
zhao****954,2020/10/2,4,景色不错，体验很好，值得推荐，。
青州古城,2020/10/2,4.0,"整体的感觉就像是小吃一条街街道的边上有很多的小吃摊去的时候看到很多人在排一个小吃。直接在边上的一个小饭店里吃了一个麻辣烫整体的感觉还是蛮不错的，比较符合当地这种游玩这种气息，古城的两边有很多的这种民宿大型节假日的时候价格应该是比较高一点的
                            
	                            
		                            "
青州古城,2020/10/2,4.0,"古城的确不大，也没有太多古建筑，一条半的商业街，全都是卖各种烤串、饮料的，当然也有一些特色美食，马蹄饼、楦饼、槐树水煎包、糖饼之类的，尝了下水煎包，豆腐味儿的，也没觉得多好吃，那个糖饼就是小时候吃的糖油饼，整体古城不大，可以看的景色几乎没有。
                            
	                            
		                            "
青州古城,2020/10/2,5.0,"202009青州行?古城

一开始以为的古城就是个两边老建筑楼下摆夜市的现代化老街，后来才发现这个古城简直大的出奇，遇见了一位手艺人，在这样慢生活的地方盯着看了一下午刻章，这种浪费生命的感觉很是美好，找到了小学时代特别喜欢吃的冰，看了以前的贡院和小抄，很是快乐很是幸福嘻
                            
	                            
		                            "
M43****7396,2020/10/1,5,性价比高，值得一看
青州古城,2020/10/1,4.0,"是不是我们去的时候还没开发好？
几乎没有人，好冷清
倒是挺干净
卖吃的玩儿的也不多"
青州古城,2020/10/1,3.0,"尽管青州是一座离家不远的小城，但是长这么大一直都没有好好的逛一逛的，之前是路过好几次，也在这边吃过几次饭，可是每次都是匆匆的来匆匆的走，没在大街上走过，古城也没逛过，这次正好时间充足，当然应该在古城逛一逛了，然儿呢，好失望，哈哈…
                            
	                            
		                            "
青州古城,2020/9/30,5.0,"非常喜欢这个地方，古色古香好多卖吃的的店铺，好吃不贵
走一圈大约两个小时，溜溜达达，吃吃东西，十一前一天，人并不是很多感觉还挺好的，青州古城里非常干净，不像一般景点会有垃圾啊什么的，非常好，有一段查一查讲解，挺有意思的，
                            
	                            
		                            "
青州古城,2020/9/28,5.0,"五星级旅游景区，古城保存还算好，单说说城内很多建筑也都是修旧如旧，但几个大的园子都是保存的原貌。古城面积不小，想要踏实走下来，估计一天是要的。现在古城内开发了很多商业，白天晚上都在叫卖，生意应该是不如以前了，也是在慢慢恢复中。
                            
	                            
		                            "
青州古城,2020/9/26,5.0,"好像不需要买票，古城不大，住在城偶园附近
各种小巷子小弄堂啥的，适合拍照，吃的特别少，大部分烧烤吧，没啥特色，就是城区里的古城，商业化，夜景一般般，但是民宿都特别棒，都很有特色，是那种特别悠闲的小院子，很赞
                            
	                            
		                            "
青州古城,2020/9/24,5.0,"地理位置：山东省潍坊市青州市凤凰山路与偶园街交叉口
和几个朋友一起来山东潍坊游玩，第一站就来到青州古城，面积很大，由于疫情的原因吧，游人不是很多，但是这里很美，各种古建筑很有风格，进古城不要门票，古城里有一些收费的景区，非常壮观。
                            
	                            
		                            "
青州古城,2020/9/24,5.0,青州古城，周内人流量不大，安安静静的溜达着很悠闲。类似于济南芙蓉街、西安回民街，有传统小吃和全国各地的小吃，丰俭由人
青州古城,2020/9/23,4.0,"来过很多次啦
各种各样的店都有，适合一个人逛逛。
可以去没开店的小巷子走走"
M26****5700,2020/9/21,5,古老的建筑，齐文化博物馆，让你留恋不舍，并且是免门票的，慢慢欣赏，慢慢品尝当地美食。
青州古城,2020/9/19,4.0,"单位组织的跟团游哈哈哈。
古城说是17km+，其实很快走完。小巷子很多，但是没有开发的特别好，晚上的话，景点全部关闭，并且老槐树煎包早早就关门了……所以最好白天来看景点什么的。
为了古城专门来一趟不太有必要，街上的小吃也没有很有特色的。物价倒是很便宜，十几块就吃饱。
夜景还可以啦，古色古香的。还有唱歌的小哥哥，地推招粉丝哈哈哈。
                            
	                            
		                            "
青州古城,2020/9/11,5.0,"第一次来青州，怎能不来青州古城。

青州古城，在地图上看非常大，实际进去以后确实非常大进古城是免费的，里面有一些收费景点，由于时间限制没有进去，只在古城的主干道上溜达了一下。

对古城的第一个印象，就是高度的商业化，和丽江差不多，主干道旁边算是小店，但不知道什么原因，虽然古城的人气还算可以，但是店里普遍门可罗雀。

其他的，其实和其他古城大同小异，比较有特色的是牌坊比较多，可能收费的景点会有些看点，可惜没能去。

另外说一点，青州的马路边的大树太多太高也太密了，走在人行道上实在是太舒服了，非常喜欢这种绿化好的小城。
                            
	                            
		                            "
