Scenery,Time,Score,comment
崂山,2020/9/12,5分 超棒,景色不错，
崂山,2020/9/11,5分 超棒,"美丽的崂山风景区,迷人的景色，宜居城市生活方式！"
崂山,2020/9/11,1分 不佳,里面私家车开不进，非要坐景区大巴。太累了。体验感差劲
崂山,2020/9/10,5分 超棒,中国革命的领导者   新中国成立的缔造者    风景很美 值得一去！
崂山,2020/9/10,5分 超棒,崂山，位于山东省青岛市崂山区，古代又曾称牢山、劳山、鳌山等。它是山东半岛的主要山脉，崂山的最高峰名为巨峰，又称崂顶，海拔1132.7米。
崂山,2020/9/9,5分 超棒,自驾过去的景点，旅游大巴安排合理，没有需要赶行程的地方，就是没全部看完有点小遗憾
崂山,2020/9/9,5分 超棒,好。。。。。。。。。
崂山,2020/9/9,5分 超棒,泰山云虽高，不如东海崂。崂山，古称“神仙之宅，灵异之府”。海山相连，水气岚光，雄壮齐阔。
崂山,2020/9/9,1分 不佳,免门票不免观光车票，观光车在南线几个景点间又不是打通可以乘坐，索道也不开，太坑了。
崂山,2020/9/8,5分 超棒,青岛 崂山。来过几次青岛都没去爬过崂山，总感觉好像没有真正到过青岛，这里来青岛就想一定要完成这个心愿。崂山的几个景区都各具特色，想用短暂的时间都去游玩不太现实，权衡之后还是选择了仰口风景区，虽说不能登上崂顶，但也能上山领略山海之美，遗憾的是下了登上隧道就云雾缭绕，好不容易爬完了觅天洞，山上更浓雾笼罩，只能欣赏朦胧的崂山景色了。
崂山,2020/9/8,5分 超棒,景色不错，体验很好，值得推荐，
崂山,2020/9/7,5分 超棒,青岛崂山果然名不虚传，太美啦
崂山,2020/9/6,5分 超棒,值得推荐，体验很好，有趣好玩，景色不错，
崂山,2020/9/6,5分 超棒,景色不错，体验很好，值得推荐，
崂山,2020/9/6,5分 超棒,大石头山挺有特点的，路上有卖海石花凉粉的，很好吃
崂山,2020/9/6,5分 超棒,坐落在齐鲁大地的一个美丽的海滨城市，记得很早的时候有一个崂山道士的动画片，是否真的和崂山有关系呢
崂山,2020/9/5,4分 满意,海上名山，崂山集聚山海的双重风光。
崂山,2020/9/3,5分 超棒,我国著名风景名胜区，也是赫赫有名的道教圣地，也是我国为数不多的既有山川风光，又有海滨风光的旅游胜地，其中太清宫和巨峰景区的海滨风光不错。
崂山,2020/9/2,5分 超棒,景色不错，爬山有点累
崂山,2020/9/2,5分 超棒,地方挺好的，然后在景区购票就可以，然后坐大巴到去的位置，然后转转转，上山还有索道，到山顶，自己坐相应的巴车回家！道馆那些看个人，不建议去。
崂山,2020/9/1,5分 超棒,一定要去啊，地方太好了，很多错 ！
崂山,2020/9/1,4分 满意,交通不方便，都不知道如何转。在游客中心询问，都是主动当导游，不导不答。几条线，都不知如何游玩，只好去一个点。
崂山,2020/9/1,5分 超棒,海中仙山，空气清新，环境秀丽，值得去
崂山,2020/8/31,5分 超棒,非常棒的一个地方，崂山绿茶还不错
崂山,2020/8/31,5分 超棒,挺好的，不错
崂山,2020/8/31,4分 满意,看了前面评价，这一段的确不坐索道也可以的，太短了。还不如慢慢走慢慢看景色。
崂山,2020/8/31,5分 超棒,值得推荐，
崂山,2020/8/31,5分 超棒,开心的一次旅程，崂山下雨，仙气撩撩，别有一番情趣，提前预订好票，刷身份证进入很方便
崂山,2020/8/31,5分 超棒,景色不错。
崂山,2020/8/31,5分 超棒,周末带着孩子玩了两天，孩子四岁半自驾去的，没有用到观光车，但还是必须得买观光票。周六中午12点到的，直达仰口停车场，边走边停大概用了三个小时爬上山，景色还是不错的，特别是大石头，奇形怪状的，还是觅天洞和天苑，值得一看，山顶能体会到山海一色的感觉，坐着索道下来的，又在海边玩到六点，就近住宿，本来想着第二天看日出，但是下起了小雨，比较遗憾，但是雨后参观华严寺和太清宫也别有一番韵味，因为时间关系，华严寺和太清宫用了一上午时间，总感觉意犹未尽，还有海边的观光车道非常刺激，总体来说是一次不错的体验值得推荐，
崂山,2020/8/31,5分 超棒,值得一去的景点，要不是时间有限肯定多玩一会景色不错，值得推荐，
崂山,2020/8/30,5分 超棒,从栈桥打车去了崂山游客中心，100元左右。崂山景点是分开收费的（现在疫情恢复期免门票，只收观光车票）一般有三条线路，北线，中线和南线。北线有北九水，风景较好，但看不到海。中线是登顶，巨峰是崂山最高的地方。南线普遍选择的人多一些，因为既可以看海，还可以逛逛道家建筑—太清宫，再乘索道上山到上清宫，明霞洞，然后徒步下山，经过龙潭瀑布到八水河，我们选择了南线。
崂山,2020/8/29,5分 超棒,景色不错，
崂山,2020/8/29,5分 超棒,性价比高，有很多景点，景色优美，一次很好的旅行
崂山,2020/8/29,5分 超棒,崂山不仅风景独好，而且有历史文化特色
崂山,2020/8/29,5分 超棒,总体来说，气势磅礴，爬上去的，坐缆车下来
崂山,2020/8/29,5分 超棒,崂山风景不错 吃饭的地方很少
崂山,2020/8/27,4分 满意,不错，仰口景区入口上山，一边看海，景色很美。
崂山,2020/8/26,5分 超棒,还不错哦！很赞！
崂山,2020/8/26,5分 超棒,太清宫景区bai、仰口景区、北九水du景区、巨峰景区。四大景区风格都不一样的zhi，太清宫是山海景色，还有道观。仰口是怪石林立，也就是像某些动物、人物的岩石，也有几个道观。北九水是山水景色的，有九水十八潭。巨峰就是崂顶了，可以看日出和云雾，比较险一些.
崂山,2020/8/25,4分 满意,景色不错，
崂山,2020/8/25,4分 满意,到年底免景区大门票费用，观光车票不免，索道至少坐个单程，不然真能累坏！ 去之前微信预约，不然观光车入口进不去。 太清景区推荐从水库上山，索道下山。 巨峰不用爬，一路没啥风景，风景都在八卦循环路，索道15分钟爬山真的要1个多小时，关键后面还有很远的路要走啊
崂山,2020/8/24,5分 超棒,"美丽的青岛风景优美，秀丽迷人,忘返流连！"
崂山,2020/8/24,5分 超棒,值得一去，有文化有风景。景色不错，体验很好，有趣好玩，值得推荐，
崂山,2020/8/24,5分 超棒,景区景色不错，设施齐全服务周到，值得推荐！！景区景色不错，设施齐全服务周到，值得推荐！！景区景色不错，设施齐全服务周到，值得推荐！！ 不建议买全程索道票。景色不错，
崂山,2020/8/24,1分 不佳,因为疫情里面都没开，那就不应该买门票，还那么贵，里面啥都没有
崂山,2020/8/23,5分 超棒,门票很划算60块钱两日票随时随地进出大巴免费的风景不错值得推荐，有趣好玩，体验很好，景色不错，
崂山,2020/8/23,5分 超棒,青岛这边刚刚下了大雨，来北九水看水挺不错的，到处都有孩子在玩水，泉水冰冰凉，山上也不热
崂山,2020/8/23,5分 超棒,景色不错，
崂山,2020/8/23,1分 不佳,景点还不错，就是没找到游览车。自己开车只去了个仰口风景区。车费每人六十元白花了。去了景点问检票的也说弄不明白我们定的这个线路。
崂山,2020/8/22,5分 超棒,值得推荐，
崂山,2020/8/22,4分 满意,体验很好，值得推荐，景色不错，有趣好玩，
崂山,2020/8/22,5分 超棒,山清水秀还是不错的
崂山,2020/8/22,5分 超棒,还是不错的
崂山,2020/8/22,4分 满意,选择的仰口，如果不去巨峰，车票等于浪费。上山全是雾，看不到海岸线，很遗憾。觅天洞对于年龄稍大的游客一定慎重。狮子峰稍感小惊喜
崂山,2020/8/22,5分 超棒,空气质量优，风景秀丽，看海看花看风景。
崂山,2020/8/22,5分 超棒,最喜欢这种观光车
崂山,2020/8/21,5分 超棒,玩的非常开心
崂山,2020/8/21,4分 满意,没多大乐趣。感觉还有待提升。
崂山,2020/8/21,5分 超棒,值得推荐，体验很好，景色不错，
崂山,2020/8/21,4分 满意,景色不错，
崂山,2020/8/20,5分 超棒,景区很大，几个景点相距较远。山+海的组合，景色不错
崂山,2020/8/20,4分 满意,、、、、、
崂山,2020/8/20,4分 满意,买了?区观景车联票，结果没使用，不合算，景区景色不错。景色不错，
崂山,2020/8/20,1分 不佳,体验极差，就是个很普通的山区，没什么亮点
崂山,2020/8/20,1分 不佳,导游给我说的我给他的钱包含了所有东西，但是一路上前前后后给了三次钱。明里看着很划算，实际上巨坑。 给钱我都没关系了，结果青岛因为这几天天气不行，实在是看不到所谓的碧海蓝天。
崂山,2020/8/19,5分 超棒,注意有身份证才可以买票，价格优惠，景色优美。
崂山,2020/8/19,5分 超棒,崂山不是一座山，而是一群山。山东惠游促销，崂山免门票，但接驳车和缆车必买，所以选择了巨峰首入。无论景区入口，接驳车还是缆车都刷身份证，很方便。爬巨峰路线运动量太大，即使缆车上去，爬顶峰，环山一圈还有很多体力，至少要一天，老人小孩肯定不适合。所以只到了灵旗峰，在先天桥留个影，就折回了。下山后回客服中心换去太清宫的接驳车，看看道家文化。第二天再去仰口，爬仰口更有趣，体力也少一些，而且景色也不错。山下有仰口海滩，海水海滩都很粗很脏，跟金沙滩石老人差远了，不适宜游泳。后下午去了北九水，那个要另外买票，其实不用进景区，就可以在山涧玩水，很开心
崂山,2020/8/19,5分 超棒,不错的体验
崂山,2020/8/18,5分 超棒,值得推荐，景色不错，
崂山,2020/8/18,5分 超棒,值得推荐，景色不错，
崂山,2020/8/18,5分 超棒,青岛的崂山是著名的道教名山，因其山与海相连，而有海上仙山的美名。景区里著名的太清宫，原名曾为老子庙，为纪念这位道家的创始人，在山上还立有老子的巨型雕像。
崂山,2020/8/18,4分 满意,景色不错，
崂山,2020/8/18,5分 超棒,有趣好玩，
崂山,2020/8/18,5分 超棒,挺好的，索道不错
崂山,2020/8/17,5分 超棒,崂山不是一座山，而是一群山。两天一晚，一共玩了四条路线，巨峰，太清宫，仰口，北九水。爬山爬得腿差点废掉。仰口海滩垃圾比较多，不干净，没下海游泳。正好碰到山东惠游促销，免门票，单缆车，接驳车要单独另买，所以开销还是超预算了
崂山,2020/8/17,5分 超棒,非常值得一来真的是十分享受我太爱了手机拍不出的壮观景象有山有海有礁石真的十分推荐我去的太清区下次一定去巨峰
崂山,2020/8/17,4分 满意,太累了。都没有怎么玩
崂山,2020/8/17,4分 满意,石头山，但是景色不错，山顶上能看见大海。
崂山,2020/8/17,5分 超棒,很值得一去，爬爬崂山放松一下心情
崂山,2020/8/17,5分 超棒,崂山很值得一去，去太清宫可以了解道家历史，看看千年柏树、银杏树，爬爬崂山，可惜我带了两位老人，爬不动。唯一有点遗憾的是我让一位80多岁的老太太给骗了，大家一定注意，在太清宫往上坐车的索道处，在往上走是山上的饭店，就在路边有个老太太，自称85了，卖崂山茶，说100一斤，我尝尝还可以，想着照顾老人生意，就说来半斤，她拿小盒给装的，也没称，我看着不够，可觉着这么大岁数了不可能骗人吧，结果回家一称，只有2两，唉，现在骗子不分大小啊，大家千万注意
崂山,2020/8/17,5分 超棒,体验很好，今年的九水超级美。
崂山,2020/8/16,5分 超棒,仰口是崂山座山观海最美的自然风景景区，索道下行看海很美，值得到此一游！景色不错，有趣好玩，值得推荐，体验很好，
崂山,2020/8/16,5分 超棒,可以去，找不到照片了，夫妻一起去的
崂山,2020/8/16,5分 超棒,不错值得玩
崂山,2020/8/16,5分 超棒,崂山一如既往的美
崂山,2020/8/15,4分 满意,景色不错，但是不会再来了
崂山,2020/8/15,5分 超棒,值得推荐，
崂山,2020/8/15,5分 超棒,体验很好，
崂山,2020/8/15,5分 超棒,景色不错，手续也非常简单，凭身份证统统搞定。
崂山,2020/8/15,5分 超棒,站山眺海，仙境
崂山,2020/8/14,5分 超棒,去的是崂山巨峰景区，去的时候有雾在山顶看不到海，坐索道上到半山腰还有快一个小时的山要爬，都是挺陡的楼梯，对我这种体力差的人简直就是折磨，咬着牙爬上去的，没想到下山更累，腿抖着爬下去的，但是山顶的风景真是很好，雾气弥漫，有种仙气飘飘的感觉，爬山的一路都有野百合，离着挺远也能闻到百合的香味，虽然累的不行，但是不虚此行。景色不错，值得推荐，
崂山,2020/8/14,5分 超棒,崂山游玩欣赏自然景观和登崂山巨峰山顶的最佳选择，崂山主流的三条游览线路，这一条线路最能从自然风光帮助我们了解天人合一的思想。
崂山,2020/8/14,5分 超棒,来青岛，不看崂山，等于白来，最好带上崂山啤酒！
崂山,2020/8/14,1分 不佳,实在忍不住，必须要吐个槽，也算给后来人一个借鉴。 宣传口号叫好客山东，但确实没有感觉到好客，给人的感觉是很不友好，青岛尤甚。前两年的青岛大虾事件看来没有让这座城市意识到一件小事对于旅游城市而言是个什么意义。 这次青岛之行，最差的感觉在崂山。首先说风景，很一般，真的很一般。景区规划也有很多问题，设计不合理，也不从游客的体验方面着想，一心想着就是赚钱，说白了，坑你，真的是一点服务意识都没有。 进景区之前打了无数咨询电话确认，不是没人接，就是不清楚。关注公众号，然后接收了二维码，到哪里扫码一定有问题，然后门口服务员很倔强的在那里扫，我们反复解释，四个大人，四张成人票，有什么问题吗？她就非要认清，谁是哪个名字，给人的感觉，我们大老远跑来，就是为了坑她一张几十块钱门票。 强制捆绑景区间摆渡旅行大巴车，也就认了，到了车站，这么热的天不让上车，用山东话冲你吼：“不能上，等着！”，我问一下，好客山东你们是这么定义的？ 另外，海滩、公园、停车、交通真是槽点太多，不能细数。过个海底隧道要单程收10元，etc通道要用一个人控制隔离桩，手动放，比人工通道还要慢。还有那肮脏的海滩…… 最后，想说两句。现在国内旅游市场确实乱象丛生，服务基本谈不上，还有各种欺行霸市，但是像青岛这样的，确实也算够可以了。旅游资源不错，但是去旅游不是光看资源的。 想去青岛，想去崂山的，慎重。
崂山,2020/8/13,5分 超棒,景色不错，值得推荐，体验很好，有趣好玩， 太清宫道教文化浓郁? 大个老子像? ?下面有所有的神仙? ?太清上山最少玩5小时? 能看海景? 很美? ? ?仰口景色也不错? ? 华严寺要爬一段山路? ? 建议自驾? 等景区车太慢? 人多 不好等? 自驾方便 每人多80元
崂山,2020/8/13,5分 超棒,值得推荐，景色不错，有趣好玩，体验很好， 爬巨峰要有个好体力? 八卦都走完估计要6.7个小时? 崂山大最少玩三天
崂山,2020/8/13,5分 超棒,第一次去崂山风景区，感受不一样的山景，崂山很壮观，索道上山路走了一半，自己爬比较陡峭的一半别有一番滋味在心头，值得一去的优质景区。。。。。。
崂山,2020/8/13,5分 超棒,60块钱门票，仰口应该是崂山最漂亮的地方了
崂山,2020/8/13,4分 满意,因为天气原因只去了北九水，雨天的风景还是别有一番滋味。 【景色】
崂山,2020/8/13,4分 满意,7月底去的，8月份开始免费，不开心：（ 去的那天到了巨峰平台，大雾四起，啥也开不见，下了山却是晴空万里，有点无奈。不过山下还是佷美的，海天一色，空气很好。
崂山,2020/8/13,4分 满意,崂山风景不错！
崂山,2020/8/12,4分 满意,道家的地盘，适合文化旅游，南线。
崂山,2020/8/12,5分 超棒,还可以吧，和许多风景区相比，服务很到位了。
崂山,2020/8/12,5分 超棒,最近崂山景区门票免费，大家可以来游玩
崂山,2020/8/11,5分 超棒,景色不错，体验很好，值得推荐，有趣好玩，
崂山,2020/8/11,5分 超棒,体验很好，值得推荐，景色不错，有趣好玩，
崂山,2020/8/11,4分 满意,去了仰口景点，坐缆车上山，有二个景点从上看大海和崂山海滩挺不错的，出了景点200米左右就是崂山海滩，听说小日本侵占山东时就从崂山海滩登陆。
崂山,2020/8/11,4分 满意,景色不错，路很难走，标识不清
崂山,2020/8/11,5分 超棒,暑假带家人一同前往， 【景色】非常漂亮推荐金沙滩
崂山,2020/8/10,5分 超棒,崂山是中国海岸线第一高峰，有着海上“第一名山”之称。当地有一句古语说：“泰山虽云高，不如东海崂。”
崂山,2020/8/10,5分 超棒,崂山景区现在免门票了！雨后的崂山更是山灵水秀。到处都是水声潺潺，绿意盎然。周末来山里面走走，呼吸一下新鲜空气，放松一下精神，非常舒服。
崂山,2020/8/10,5分 超棒,上学的时候去过一次，只记得爬上山后海天连成一起了
崂山,2020/8/9,5分 超棒,值得推荐，
崂山,2020/8/9,4分 满意,景色不错，体验很好，
崂山,2020/8/9,5分 超棒,去的时候面了门票 但是里面很多项目还是要收费 游览车60 索道120 太清宫27 其实还是消费很高
崂山,2020/8/8,5分 超棒,性价比很好
崂山,2020/8/7,5分 超棒,五四火距广场真美，蓝天白云风景无限，清新空气无比美，在此心情舒畅之极美美让人醉！大爱青岛，气候也舒适，每天乐此不疲的美地。
崂山,2020/8/7,5分 超棒,太清线路，爬山居多，景色一般
崂山,2020/8/7,4分 满意,景区门票虽免费，但收取60元景区内交通费，实际未使用到也不能退，感觉上不是很好。
崂山,2020/8/6,5分 超棒,有趣好玩，景色不错，体验很好，值得推荐，
崂山,2020/8/6,5分 超棒,景色不错，有趣好玩，体验很好，值得推荐，
崂山,2020/8/6,5分 超棒,虽然下雨了，但是，人少真好，那种仿佛整座山上只有20个人感觉，没有爬黄山华山的拥挤感，非常难得的体验，雾蒙蒙的天气很是仙呐，非常推荐
崂山,2020/8/6,5分 超棒,景色不错，体验很好，值得推荐，
崂山,2020/8/6,5分 超棒,崂山，位于山东省青岛市崂山区，古代又曾称牢山、劳山、鳌山等。它是山东半岛的主要山脉，崂山的最高峰名为巨峰，又称崂顶，为崂山的主峰。 崂山地貌中，最有特色的是剑峰千仞、山峦巍峨和各种奇石怪岩。崂山地貌按高程大致可分为上下两层。 崂山因受海洋影响，加之地形复杂，东部山区降水较多，空气湿润，小气候区明显，太清宫附近被誉为“小江南”，巨峰北则名为“小关东”。
崂山,2020/8/6,2分 一般,说实话。跟内陆的山没法比。咱们山区的人基本不会再来了。
崂山,2020/8/6,1分 不佳,1.这个山，没啥玩的。太坑了。跟其他的山没法比。也就只是海边的山罢了。 2.买的三个地点的观光车，仰口塌方去不了，还是收费原价60，太坑了。 3.景区一天到晚查票，三步一岗太烦人了。工作人员太多了，精简一点减少点门票才是正途。 4.来过一次基本不会再来了。
崂山,2020/8/5,5分 超棒,崂山风景区还是很凉快的，可以从沙滩走到山区，如果下点雨就更好了，山里的空气更加清新。还有山后比较平坦空旷的地方，像个湿地可以随意走走。
崂山,2020/8/5,4分 满意,雨后的崂山，多了一份清新自然，心情舒畅?? 【趣味】空气很好，小孩玩的很开心。 【性价比】不错，各类收费合理的。 【景色】不错。
崂山,2020/8/5,4分 满意,半个小时就逛完了 价格小贵 孩子只喜欢醉酒小屋
崂山,2020/8/5,1分 不佳,下雨天去景色真是绝了，坐缆车啥也看不见！缆车上去原地缆车返回！我都无语了
崂山,2020/8/4,5分 超棒,景色不错，值得推荐，
崂山,2020/8/4,5分 超棒,还是比较可以的 景色看上去很好的
崂山,2020/8/4,5分 超棒,景色不错，值得推荐，
崂山,2020/8/4,1分 不佳,慕名而来，都知道青岛崂山郁郁葱葱，空气新鲜适合休闲和爬山，现在是门票免费，付交通费就行，可以随时退也比较人性化。需要身份证预订，不预订就不能进景区，抵达景区后被告知景区关闭，说是雨水大。因为只能通过网络预订，预订网页没有任何的告知景区关闭，结果白跑了一趟。游六路站牌显示间隔一小时一班车，最近的景区仰口也要开半小时，南线要一个多小时，和崂山没缘分吧，回去了。建议喜欢来崂山的游客，一定选一个太阳当空照，火辣的日子来，闷热暴晒的日子是不会关景区的。对于保障游客安全关闭景区可以理解，气愤的是景区关闭没有任何的告知，打卡旅游资讯竟然还是买年票的公告，就两条，估计很久没有更新过了。
崂山,2020/8/3,4分 满意,景色非常好哦！非常棒！！！！！
崂山,2020/8/3,5分 超棒,7.30-31去的190元，8.1号就免费。。。。。 人多，要做好防晒，全程挺累的。。山上物价高，1根老冰棍市里1元，山上5元。。。 风景好，很美。可惜下午小雨起雾了。。。
崂山,2020/8/3,5分 超棒,地方不错！第二次去巨峰！有一段因为修路封住了！对我来说影响不大！毕竟哪条路爬起来都很累！
崂山,2020/8/3,1分 不佳,景色还好吧，倒是服务真的太差，完全零分，给我感觉像抢钱的，不会再去了！可怕，不怕宰的可以去看看
崂山,2020/8/2,4分 满意,刷身份证确实很方便，不管是进景区还是坐缆车，山海景色不错，唯一不好的是虽然买的是联票，但是没有去仰口的班车，当天只去了两个景点，票有效期是两天，只是第二天有订了返程票，而去仰口的路程远时间长，没去成
崂山,2020/8/2,4分 满意,刷身份证确实很方便，不管是进景区还是坐缆车，山海景色不错，唯一不好的是虽然买的是联票，但是没有去仰口的班车，当天只去了两个景点，票有效期是两天，只是第二天有订了返程票，而去仰口的路程远时间长，没去成，整体体验一般般
崂山,2020/8/2,5分 超棒,到青岛，一定会去崂山，有一日游的线路可以参考。崂山是中国海岸线第一高峰，有着海上“第一名山”之称。
崂山,2020/8/2,5分 超棒,值得推荐，体验很好，有趣好玩，景色不错，
崂山,2020/8/2,5分 超棒,仰口风景区索道值得一去，山上风景很好，适合看海！
崂山,2020/8/2,1分 不佳,工作人员态度差，问都不能问，问了就是背后倪一句，这么多废话。 这么点路大巴要60，想钱想疯了 景色一般，可玩性低，性价比低，体验不佳，
崂山,2020/8/1,5分 超棒,景色不错，趣味性不高，太清观那个讲解员大家听完讲解就行了，要是一直跟着，会带到卖珍珠的地方，还有带去高价餐厅（一扎啤酒68/市区正常12一扎）
崂山,2020/8/1,5分 超棒,值得推荐，景色不错，体验很好，有趣好玩，
崂山,2020/8/1,5分 超棒,景色很好? 疫情期间来的没有游客去山上很安静? 景色超级美 有山有水 有机会还要来景色不错，体验很好，值得推荐，有趣好玩，
崂山,2020/7/31,5分 超棒,。。。。。。。。。。
崂山,2020/7/31,5分 超棒,景色很美，爬山很课后，也很快乐，值了！
崂山,2020/7/31,4分 满意,还行吧??比崂山其他几个景点人少些，不用爬很高的山，适合亲子。当地很多人在潭水里洗脚。。。
崂山,2020/7/31,5分 超棒,非常不错的地方，一定要去看看。
崂山,2020/7/31,5分 超棒,非常适合自己
崂山,2020/7/31,2分 一般,买联票不说清楚，也要一个一个去。离得还挺远，不如去了自己买，清流没开。仰口很远，几乎是第二天再去。不说清楚买了就上当性价比低，体验不佳，
崂山,2020/7/30,5分 超棒,风景很美，人不多，一路走，一路看，有山有水，
崂山,2020/7/30,4分 满意,疫情期的原因，感觉游客不是特别多，我选择的仰口，相对太清和巨峰，难度相对小一些，不过是在浦里下的车，进入景区后，做了大巴车到太清，需要打车到仰口做缆车，几个游客都走错了路站，拼了黑车200元到的仰口，心情顿时变得不美丽了，缆车上去大概15分钟，需要自己爬山半个多小到达峰顶，一路上景色还是很美的
崂山,2020/7/28,5分 超棒,值得推荐，景色不错，体验很好，有趣好玩，其实并不会有工作人员主动给你预约时间，到了仰口刷身份证显示无效票，再打电话给工作人员等五分钟就搞定了。缆车直接刷身份证就行。然后仰口出来以后再打电话给工作人员，预约第二天去太清（或者巨峰），由他来操作。第二天入园刷身份证就一次成功。虽然比崂山官网微信购票要麻烦些，也不能在微信自助预约，但价格实实在在优惠好多。当然第二天的缆车票就要自己微信买了。崂山非常漂亮，04年来过一次但没仰口，20年第二次来了，很漂亮的景区，对了，觅天洞说是疫情不开放，实际是可以进的，很好玩，好评！
崂山,2020/7/28,5分 超棒,很好的地方
崂山,2020/7/28,4分 满意,景色不错，值得推荐，
崂山,2020/7/27,5分 超棒,美丽的地方，有三条主游玩路线。
崂山,2020/7/27,5分 超棒,景色不错，值得推荐，体验很好，。
崂山,2020/7/27,5分 超棒,有趣好玩，值得推荐，体验很好，景色不错，
崂山,2020/7/27,5分 超棒,景色不错，有趣好玩，值得推荐，体验很好，
崂山,2020/7/27,4分 满意,至少5个字
崂山,2020/7/26,5分 超棒,崂山风景不错，这次去的北九水，带小孩子或者老人还是挺适合的，有景色有水，整个路程也不会有太多需要攀爬的阶梯，总体比较悠闲，值得一去。
崂山,2020/7/26,4分 满意,崂山从青岛滨海步道一路走过去，然后上山，相比其他地上山的景色较为一般，特色应该是从山上俯瞰黄海，选择天气好能见度高的时候出行体验更好而且在浴场也可以好好玩。
崂山,2020/7/26,5分 超棒,景色不错，爬上有点累。但值得一游。
崂山,2020/7/26,4分 满意,这个票有毒 一天肯定玩不玩 景色还是不错的
崂山,2020/7/25,5分 超棒,一个字：美美美美美美美美美美美美
崂山,2020/7/25,5分 超棒,海上仙山，名不虚传，一生必须去一次
崂山,2020/7/25,5分 超棒,崂山还是很值得去的，爬山过程中能看到很美的海岸线。
崂山,2020/7/25,5分 超棒,值得一去哈
崂山,2020/7/25,5分 超棒,景色不错，
崂山,2020/7/25,5分 超棒,崂山，位于山东省青岛市崂山区，古代又曾称牢山、劳山、鳌山等。它是山东半岛的主要山脉，崂山的最高峰名为巨峰，又称崂顶，地处北纬36°10′，东经120°37′，海拔1132.7米，峰顶面积约1.5平方公里，为崂山的主峰。
崂山,2020/7/24,5分 超棒,我是冬季去的，人少景色美！ 没有遇见传说中的崂山道士！
崂山,2020/7/24,5分 超棒,不错，推荐
崂山,2020/7/24,1分 不佳,太差了，景区封闭也不提前说一声，白跑了400多公里，来之前写的是正常营业，真服了
崂山,2020/7/23,4分 满意,去的仰口，但很麻烦，需要在景区倒几次车，才能到，虽然山顶天苑的景色不错，但太麻烦了，路上的时间远超玩的时间！
崂山,2020/7/23,5分 超棒,是中国在海边最有名气的大山，景色很好，山海一色，非常值得一看
崂山,2020/7/23,5分 超棒,崂山山是比较平衡，风景非常秀丽，有山也有水，绿树成荫。
崂山,2020/7/22,5分 超棒,值得推荐，景色不错，有趣好玩，体验很好，
崂山,2020/7/21,5分 超棒,青岛崂山风景名胜区位于山东省青岛市，是国务院首批审定公布的国家重点风景名胜区之一、中国重要的海岸山岳风景胜地、国家AAAAA级旅游景区。[1]崂山风景区由巨峰、流清、太清、棋盘石、仰口、北九水、华楼等9个风景游览区和沙子口、王哥庄、北宅、夏庄、惜福镇等 5个风景恢复区及外缘陆海景点三部分组成。[2]崂山是山东半岛的主要山脉，最高峰崂顶海拔1133米，是中国海岸线第一高峰，有着海上“第一名山”之称。它耸立在黄海之滨，高大雄伟。当地有一句古语说：“泰山云虽高，不如东海崂。” 山光海色，道教名山。 山海相连，山光海色，正是崂山风景的特色。 在全国的名山中，唯有崂山是在海边拔地崛起的。绕崂山的海岸线长达87公里，沿海大小岛屿18个，构成了崂山的海上奇观。崂山是我国著名的道教名山，保存下来的以太清宫的规模为最大，历史也最悠久
崂山,2020/7/21,5分 超棒,不错的景点，空气质量很好，人不多
崂山,2020/7/21,5分 超棒,崂山是胶东道教圣地，以奇，秀，险著称
崂山,2020/7/20,4分 满意,崂山挺大的，需要两天时间才能玩完；它分几个景区，太清和仰口之间没有直达的景区交通，中间需要坐公交618路，1元，比较耽搁时间；太清、仰口、巨峰有各自的索道站，太清和仰口的索道没必要坐，花一个小时，慢一点的一个半小时都能登顶。
崂山,2020/7/20,5分 超棒,值得推荐，
崂山,2020/7/20,5分 超棒,不错不错不错
崂山,2020/7/20,5分 超棒,景色不错。
崂山,2020/7/19,5分 超棒,体验很好，景色不错，值得推荐，
崂山,2020/7/19,5分 超棒,很大，有三条线路，可以玩二天。
崂山,2020/7/18,5分 超棒,景色不错，有趣好玩，值得推荐，体验很好，
崂山,2020/7/18,5分 超棒,空气清新，环境优美，景色不错，
崂山,2020/7/18,5分 超棒,很好 玩的很开心
崂山,2020/7/18,5分 超棒,崂山道士，小雨淅沥沥的下着，爬崂山，雾蒙蒙，别有一番风味
崂山,2020/7/18,5分 超棒,传说中的修道圣地 观光中开启寻仙之旅
崂山,2020/7/17,5分 超棒,体验很好，景色不错，值得推荐，有趣好玩，
崂山,2020/7/16,5分 超棒,非常好，真是个养人的好地方值得推荐，体验很好，景色不错，有趣好玩，
崂山,2020/7/16,5分 超棒,景色不错，体验很好，有趣好玩，
崂山,2020/7/16,5分 超棒,有趣好玩，景色不错，
崂山,2020/7/16,5分 超棒,值得推荐，景色不错，
崂山,2020/7/16,5分 超棒,索道非常超值，价格低坐的很远。爬山还是挺累的，山顶风景好，没有多余消费和小商小贩，政治效果明显，索道下面的农家院饭店吐槽下，味道是可以，但价格也太贵了，蔬菜40多，肉类56十一盘，真是坑景色不错，
崂山,2020/7/16,5分 超棒,山很陡，爬的很累
崂山,2020/7/15,5分 超棒,景色不错，体验很好，值得推荐，有趣好玩，
